name,consent,consent_date,consent_version,created_at,last_login,role,export_date
Wassim,1,2026-04-24T17:55:51.364644,v1.0,2026-04-24T17:55:51.364644,2026-04-24 17:58:45,user,2026-04-24T17:58:45.775964
