name,consent,consent_date,consent_version,created_at,last_login,role,export_date
wala,1,2026-04-22T08:58:43.805200,v1.0,2026-04-22T08:58:43.805200,2026-04-22 08:59:18,user,2026-04-22T08:59:18.825832
